game_version,data_channel,captured_at,id,name,name_en,color,type,rarity,cost,rank,expert_summary,good_when,bad_when,source_timestamp,source_name,source_type,prior_score,confidence,codex_score,picks,win_rate,expert_score,expert_evidence,mechanic_tags,expert_sources
v0.107.1,stable,2026-09-07T12:01:05.113Z,CALAMITY,劫难,Calamity,colorless,能力,稀有,3,S,同版本社区数据给出的基础档位为 S。效果重点是“每当你打出一张攻击牌时，将一张随机攻击牌添加到你的[gold]手牌[/gold]。”；费用较高，必须确认当前能量和启动速度能够承受。,当前牌组确实缺少这张能力提供的功能时,基础能量不足且没有减费、回能或保留支持时|牌组无法稳定满足其触发条件时|短战压力高、打出当回合必须立刻攻防时,,Spire Codex community data,community-data+synthesis,100,medium,100,2629,60.7,,0,conditional,
v0.107.1,stable,2026-09-07T12:01:05.113Z,GOLD_AXE,金斧,Gold Axe,colorless,攻击,稀有,1,S,同版本社区数据给出的基础档位为 S。效果重点是“造成本场战斗中所打出牌数的伤害。”。,当前牌组确实缺少这张攻击提供的功能时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,100,medium,100,8706,59.5,,0,,
v0.107.1,stable,2026-09-07T12:01:05.113Z,PURITY,净化,Purity,colorless,技能,罕见,0,S,同版本社区数据给出的基础档位为 S。主要价值是抽 3 张牌。,牌组需要加速循环、寻找核心牌时|已有消耗触发收益或需要战中压缩牌组时|需要保留组件等待爆发或防御窗口时|需要低成本提升当回合行动密度时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,100,medium,100,4909,52.5,,0,draw|exhaust|retain,
v0.107.1,stable,2026-09-07T12:01:05.113Z,ULTIMATE_STRIKE,究极打击,Ultimate Strike,colorless,攻击,罕见,1,C,同版本社区数据给出的基础档位为 C。主要价值是14 点总伤害。,第一章或当前牌组缺少前置伤害时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,55,medium,55,19015,38.2,,0,damage,
v0.107.1,stable,2026-09-07T12:01:05.113Z,ULTIMATE_DEFEND,究极防御,Ultimate Defend,colorless,技能,罕见,1,B,同版本社区数据给出的基础档位为 B。主要价值是11 点格挡。,牌组防御密度不足或需要处理爆发回合时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,66,medium,66,17717,41.6,,0,block,
v0.107.1,stable,2026-09-07T12:01:05.113Z,EQUILIBRIUM,均衡,Equilibrium,colorless,技能,罕见,2,A,同版本社区数据给出的基础档位为 A。主要价值是13 点格挡。,牌组防御密度不足或需要处理爆发回合时|需要保留组件等待爆发或防御窗口时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,83,medium,83,5207,46.6,,0,block|retain,
v0.107.1,stable,2026-09-07T12:01:05.113Z,INTERCEPT,拦截,Intercept,colorless,技能,罕见,1,A,同版本社区数据给出的基础档位为 A。主要价值是9 点格挡。,牌组防御密度不足或需要处理爆发回合时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,88,medium,88,2619,48.5,,0,block,
v0.107.1,stable,2026-09-07T12:01:05.113Z,FASTEN,勒紧,Fasten,colorless,能力,罕见,1,C,同版本社区数据给出的基础档位为 C。效果重点是“从“防御”牌中额外获得4点[gold]格挡[/gold]。”；打出当回合缺少直接攻防，短战需要权衡启动损失。,当前牌组确实缺少这张能力提供的功能时,短战压力高、打出当回合必须立刻攻防时,,Spire Codex community data,community-data+synthesis,60,medium,60,12672,39.6,,0,,
v0.107.1,stable,2026-09-07T12:01:05.113Z,VOLLEY,连射,Volley,colorless,攻击,罕见,X,B,同版本社区数据给出的基础档位为 B。主要价值是10 点总伤害。,第一章或当前牌组缺少前置伤害时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,74,medium,74,3879,44.1,,0,damage,
v0.107.1,stable,2026-09-07T12:01:05.113Z,ALCHEMIZE,炼制药水,Alchemize,colorless,技能,稀有,1,S,同版本社区数据给出的基础档位为 S。效果重点是“获得一瓶随机药水。”。,已有消耗触发收益或需要战中压缩牌组时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,100,medium,100,4531,55.4,,0,exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,FLASH_OF_STEEL,亮剑,Flash of Steel,colorless,攻击,罕见,0,S,同版本社区数据给出的基础档位为 S。主要价值是5 点总伤害、抽 1 张牌。,牌组需要加速循环、寻找核心牌时|需要低成本提升当回合行动密度时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,92,medium,92,11082,49.3,,0,damage|draw,
v0.107.1,stable,2026-09-07T12:01:05.113Z,SCRAWL,潦草急就,Scrawl,colorless,技能,稀有,1,S,同版本社区数据给出的基础档位为 S。效果重点是“抽牌直到抽满[gold]手牌[/gold]。”。,已有消耗触发收益或需要战中压缩牌组时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,100,medium,100,3324,67.7,,0,draw|exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,BOLAS,流星锤,Bolas,colorless,攻击,稀有,0,S,同版本社区数据给出的基础档位为 S。主要价值是3 点总伤害。,需要低成本提升当回合行动密度时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,100,medium,100,4112,53,,0,damage,
v0.107.1,stable,2026-09-07T12:01:05.113Z,MAYHEM,乱战,Mayhem,colorless,能力,稀有,2,S,同版本社区数据给出的基础档位为 S。效果重点是“在你的回合开始时，打出你[gold]抽牌堆[/gold]顶部的牌。”；打出当回合缺少直接攻防，短战需要权衡启动损失。,当前牌组确实缺少这张能力提供的功能时,短战压力高、打出当回合必须立刻攻防时,,Spire Codex community data,community-data+synthesis,100,medium,100,7454,57.3,,0,draw,
v0.107.1,stable,2026-09-07T12:01:05.113Z,SECRET_TECHNIQUE,秘密技法,Secret Technique,colorless,技能,稀有,0,S,同版本社区数据给出的基础档位为 S。效果重点是“从[gold]抽牌堆[/gold]中选择一张技能牌放入你的[gold]手牌[/gold]。”。,已有消耗触发收益或需要战中压缩牌组时|需要低成本提升当回合行动密度时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,100,medium,100,4911,62,,0,draw|exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,SECRET_WEAPON,秘密武器,Secret Weapon,colorless,技能,稀有,0,S,同版本社区数据给出的基础档位为 S。效果重点是“从[gold]抽牌堆[/gold]中选择一张攻击牌放入你的[gold]手牌[/gold]。”。,已有消耗触发收益或需要战中压缩牌组时|需要低成本提升当回合行动密度时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,100,medium,100,4305,57.8,,0,draw|exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,FINESSE,妙计,Finesse,colorless,技能,罕见,0,S,同版本社区数据给出的基础档位为 S。主要价值是4 点格挡、抽 1 张牌。,牌组需要加速循环、寻找核心牌时|需要低成本提升当回合行动密度时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,93,medium,93,13581,49.5,,0,block|draw,
v0.107.1,stable,2026-09-07T12:01:05.113Z,MIMIC,拟态,Mimic,colorless,技能,稀有,1,S,同版本社区数据给出的基础档位为 S。效果重点是“获得等同于另一位玩家[gold]格挡[/gold]值的[gold]格挡[/gold]。”。,已有消耗触发收益或需要战中压缩牌组时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,100,medium,100,4246,60.7,,0,exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,FISTICUFFS,拳斗,Fisticuffs,colorless,攻击,罕见,1,A,同版本社区数据给出的基础档位为 A。主要价值是7 点总伤害。,当前牌组确实缺少这张攻击提供的功能时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,87,medium,87,7244,47.8,,0,damage,
v0.107.1,stable,2026-09-07T12:01:05.113Z,GANG_UP,群起攻之,Gang Up,colorless,攻击,罕见,1,S,同版本社区数据给出的基础档位为 S。主要价值是5 点总伤害。,当前牌组确实缺少这张攻击提供的功能时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,100,medium,100,8445,53.6,,0,damage,
v0.107.1,stable,2026-09-07T12:01:05.113Z,DRAMATIC_ENTRANCE,闪亮登场,Dramatic Entrance,colorless,攻击,罕见,0,C,同版本社区数据给出的基础档位为 C。主要价值是11 点总伤害、覆盖多目标。,第一章或当前牌组缺少前置伤害时|即将面对多目标战斗或召唤型敌人时|已有消耗触发收益或需要战中压缩牌组时|需要低成本提升当回合行动密度时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,63,medium,63,10231,40.5,,0,damage|aoe|exhaust|innate,
v0.107.1,stable,2026-09-07T12:01:05.113Z,ENTROPY,熵,Entropy,colorless,能力,稀有,1,S,同版本社区数据给出的基础档位为 S。主要价值是抽 1 张牌；打出当回合缺少直接攻防，短战需要权衡启动损失。,牌组需要加速循环、寻找核心牌时,短战压力高、打出当回合必须立刻攻防时|抽牌已经充足但能量无法支持额外手牌时,,Spire Codex community data,community-data+synthesis,100,medium,100,4108,53.7,,0,draw,
v0.107.1,stable,2026-09-07T12:01:05.113Z,THINKING_AHEAD,深谋远虑,Thinking Ahead,colorless,技能,罕见,0,A,同版本社区数据给出的基础档位为 A。主要价值是抽 2 张牌。,牌组需要加速循环、寻找核心牌时|已有消耗触发收益或需要战中压缩牌组时|需要低成本提升当回合行动密度时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,89,medium,89,5102,48.4,,0,draw|exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,PANACHE,神气制胜,Panache,colorless,能力,罕见,0,S,同版本社区数据给出的基础档位为 S。主要价值是覆盖多目标；收益依赖触发条件，条件不成立时容易成为低效抽牌。,即将面对多目标战斗或召唤型敌人时|需要低成本提升当回合行动密度时,牌组无法稳定满足其触发条件时|短战压力高、打出当回合必须立刻攻防时,,Spire Codex community data,community-data+synthesis,91,medium,91,9990,49,,0,aoe|conditional,
v0.107.1,stable,2026-09-07T12:01:05.113Z,PRODUCTION,生产制造,Production,colorless,技能,罕见,0,A,同版本社区数据给出的基础档位为 A。主要价值是获得 2 点能量。,手牌充足但能量限制展开时|已有消耗触发收益或需要战中压缩牌组时|需要低成本提升当回合行动密度时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,85,medium,85,15292,47.3,,0,energy|exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,TAG_TEAM,双打组合,Tag Team,colorless,攻击,罕见,2,S,同版本社区数据给出的基础档位为 S。主要价值是11 点总伤害。,第一章或当前牌组缺少前置伤害时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,94,medium,94,5115,50,,0,damage,
v0.107.1,stable,2026-09-07T12:01:05.113Z,REND,撕碎,Rend,colorless,攻击,稀有,2,S,同版本社区数据给出的基础档位为 S。主要价值是15 点总伤害。,第一章或当前牌组缺少前置伤害时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,100,medium,100,1774,62.6,,0,damage,
v0.107.1,stable,2026-09-07T12:01:05.113Z,HAND_OF_GREED,贪婪之手,Hand of Greed,colorless,攻击,稀有,2,A,同版本社区数据给出的基础档位为 A。主要价值是20 点总伤害。,第一章或当前牌组缺少前置伤害时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,78,medium,78,2225,45.3,,0,damage,
v0.107.1,stable,2026-09-07T12:01:05.113Z,SEEKER_STRIKE,探寻打击,Seeker Strike,colorless,攻击,罕见,1,S,同版本社区数据给出的基础档位为 S。主要价值是9 点总伤害、抽 3 张牌。,牌组需要加速循环、寻找核心牌时,抽牌已经充足但能量无法支持额外手牌时,,Spire Codex community data,community-data+synthesis,91,medium,91,4599,49.2,,0,damage|draw,
v0.107.1,stable,2026-09-07T12:01:05.113Z,ANOINTED,天选,Anointed,colorless,技能,稀有,1,S,同版本社区数据给出的基础档位为 S。效果重点是“将你[gold]抽牌堆[/gold]中的所有[gold]稀有[/gold]牌放入你的[gold]手牌[/gold]。”。,已有消耗触发收益或需要战中压缩牌组时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,100,medium,100,2207,64.4,,0,draw|exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,LIFT,托举,Lift,colorless,技能,罕见,1,A,同版本社区数据给出的基础档位为 A。主要价值是11 点格挡。,牌组防御密度不足或需要处理爆发回合时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,87,medium,87,5096,47.9,,0,block,
v0.107.1,stable,2026-09-07T12:01:05.113Z,OMNISLICE,万向斩,Omnislice,colorless,攻击,罕见,0,C,同版本社区数据给出的基础档位为 C。主要价值是8 点总伤害。,需要低成本提升当回合行动密度时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,62,medium,62,7758,40.4,,0,damage,
v0.107.1,stable,2026-09-07T12:01:05.113Z,HIDDEN_GEM,未掘宝石,Hidden Gem,colorless,技能,稀有,1,S,同版本社区数据给出的基础档位为 S。效果重点是“你[gold]抽牌堆[/gold]中的一张没有[gold]重放[/gold]的随机牌获得2层[gold]重放[/gold]。”。,已有锻造或重放体系并缺少关键组件时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,100,medium,100,13965,55.1,,0,draw|replay,
v0.107.1,stable,2026-09-07T12:01:05.113Z,THRUMMING_HATCHET,无休手斧,Thrumming Hatchet,colorless,攻击,罕见,1,C,同版本社区数据给出的基础档位为 C。主要价值是11 点总伤害。,第一章或当前牌组缺少前置伤害时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,61,medium,61,4355,40,,0,damage,
v0.107.1,stable,2026-09-07T12:01:05.113Z,BEACON_OF_HOPE,希望灯塔,Beacon of Hope,colorless,能力,稀有,1,S,同版本社区数据给出的基础档位为 S。效果重点是“每当你在你的回合获得[gold]格挡[/gold]时，其他玩家获得相应一半的[gold]格挡[/gold]。”；收益依赖触发条件，条件不成立时容易成为低效抽牌。,当前牌组确实缺少这张能力提供的功能时,牌组无法稳定满足其触发条件时|短战压力高、打出当回合必须立刻攻防时,,Spire Codex community data,community-data+synthesis,100,medium,100,9003,67.9,,0,conditional,
v0.107.1,stable,2026-09-07T12:01:05.113Z,BELIEVE_IN_YOU,相信着你,Believe in You,colorless,技能,罕见,0,S,同版本社区数据给出的基础档位为 S。主要价值是获得 2 点能量。,手牌充足但能量限制展开时|需要低成本提升当回合行动密度时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,93,medium,93,14613,49.7,,0,energy,
v0.107.1,stable,2026-09-07T12:01:05.113Z,COORDINATE,协同配合,Coordinate,colorless,技能,罕见,1,A,同版本社区数据给出的基础档位为 A。主要价值是提供长线成长。,即将面对精英、Boss 或其他长战时,当前更需要立即解决走廊战而不是长线成长时,,Spire Codex community data,community-data+synthesis,83,medium,83,4120,46.7,,0,scaling|strength,
v0.107.1,stable,2026-09-07T12:01:05.113Z,MIND_BLAST,心灵震慑,Mind Blast,colorless,攻击,罕见,1,A,同版本社区数据给出的基础档位为 A。效果重点是“造成你[gold]抽牌堆[/gold]中剩余牌数的伤害。”。,当前牌组确实缺少这张攻击提供的功能时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,89,medium,89,4791,48.5,,0,draw|innate,
v0.107.1,stable,2026-09-07T12:01:05.113Z,RESTLESSNESS,心神不宁,Restlessness,colorless,技能,罕见,0,A,同版本社区数据给出的基础档位为 A。主要价值是抽 2 张牌、获得 2 点能量；收益依赖触发条件，条件不成立时容易成为低效抽牌。,牌组需要加速循环、寻找核心牌时|手牌充足但能量限制展开时|需要保留组件等待爆发或防御窗口时|需要低成本提升当回合行动密度时,牌组无法稳定满足其触发条件时,,Spire Codex community data,community-data+synthesis,86,medium,86,5182,47.6,,0,draw|energy|retain|conditional,
v0.107.1,stable,2026-09-07T12:01:05.113Z,PROLONG,延伸,Prolong,colorless,技能,罕见,0,A,同版本社区数据给出的基础档位为 A。效果重点是“在下个回合获得等量于你当前[gold]格挡[/gold]值的[gold]格挡[/gold]。”。,已有消耗触发收益或需要战中压缩牌组时|需要低成本提升当回合行动密度时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,89,medium,89,8707,48.5,,0,exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,PANIC_BUTTON,应急按钮,Panic Button,colorless,技能,罕见,0,S,同版本社区数据给出的基础档位为 S。主要价值是30 点格挡。,牌组防御密度不足或需要处理爆发回合时|已有消耗触发收益或需要战中压缩牌组时|需要低成本提升当回合行动密度时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,94,medium,94,2832,50.1,,0,block|exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,ETERNAL_ARMOR,永恒铠甲,Eternal Armor,colorless,能力,稀有,3,S,同版本社区数据给出的基础档位为 S。效果重点是“获得9层[gold]覆甲[/gold]。”；费用较高，必须确认当前能量和启动速度能够承受。,当前牌组确实缺少这张能力提供的功能时,基础能量不足且没有减费、回能或保留支持时|短战压力高、打出当回合必须立刻攻防时,,Spire Codex community data,community-data+synthesis,100,medium,100,4410,58.3,,0,,
v0.107.1,stable,2026-09-07T12:01:05.113Z,THE_BOMB,炸弹,The Bomb,colorless,技能,罕见,2,C,同版本社区数据给出的基础档位为 C。主要价值是覆盖多目标。,即将面对多目标战斗或召唤型敌人时,它不能改善当前牌组缺口，拿取只会降低核心牌抽取频率时,,Spire Codex community data,community-data+synthesis,50,medium,50,5238,36.8,,0,aoe,
v0.107.1,stable,2026-09-07T12:01:05.113Z,MASTER_OF_STRATEGY,战略大师,Master of Strategy,colorless,技能,稀有,0,S,同版本社区数据给出的基础档位为 S。主要价值是抽 3 张牌。,牌组需要加速循环、寻找核心牌时|已有消耗触发收益或需要战中压缩牌组时|需要低成本提升当回合行动密度时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,100,medium,100,8532,63.4,,0,draw|exhaust,
v0.107.1,stable,2026-09-07T12:01:05.113Z,SHOCKWAVE,震荡波,Shockwave,colorless,技能,罕见,2,S,同版本社区数据给出的基础档位为 S。主要价值是覆盖多目标、提供弱化或控制。,即将面对多目标战斗或召唤型敌人时|敌人关键回合可被虚弱、易伤或降力量缓解时|已有消耗触发收益或需要战中压缩牌组时,长战需要重复使用它且没有回收手段时,,Spire Codex community data,community-data+synthesis,95,medium,95,8387,50.2,,0,aoe|control|exhaust|vulnerable,
v0.107.1,stable,2026-09-07T12:01:05.113Z,PREP_TIME,准备时间,Prep Time,colorless,能力,罕见,1,B,同版本社区数据给出的基础档位为 B。效果重点是“在你的回合开始时，获得4点[gold]活力[/gold]。”；打出当回合缺少直接攻防，短战需要权衡启动损失。,当前牌组确实缺少这张能力提供的功能时,短战压力高、打出当回合必须立刻攻防时,,Spire Codex community data,community-data+synthesis,75,medium,75,5745,44.3,,0,,
